$GROWTH FACTOR OUTPUTS FILE

*DSSAT Cropping System Model Ver. 4.8.0.010 -develop  AUG 03, 2021 18:13:11

*RUN   1        : IITA-TMS-IBA000070        CSYCA048 UYAB1901    1
 MODEL          : CSYCA048 - Cassava
 EXPERIMENT     : UYAB1901 CS UYT_GXE
 DATA PATH      : C:\DSSAT48\CASSAVA\
 TREATMENT  1   : IITA-TMS-IBA000070        CSYCA048
  
!........DATES.......  ...TEMP... STAGE  ...PHENOLOGY....  ....PHOTOSYNTHESIS....  .....GROWTH..... H2O STRESS DETERMINANTS .N STRESS DETERMINANTS.
@YEAR DOY   DAS   DAP TMEAN TCDIF  GSTD    DU DYLFD  TFPD  WFPD  NFPD CO2FD RSFPD  TFGD  WFGD  NFGD WAVRD WUPRD  SWXD  EOPD  SNXD LN%RD SN%RD RN%RD            
 2019 179    10    10  26.4 -26.4 .0357   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  28.1  0.00   0.0  1.00  1.00  1.00
 2019 180    11    11  27.3 -27.3 .0522   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  28.5  0.00   0.0  1.00  1.00  1.00
 2019 181    12    12  27.4 -27.4 .0677   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  36.2  0.00   0.0  1.00  1.00  1.00
 2019 182    13    13  25.8 -25.8 .0831   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  38.5  0.00   0.0  1.00  1.00  1.00
 2019 183    14    14  26.5 -26.5 0.100   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  36.6  0.01   0.0  1.00  1.00  1.00
 2019 184    15    15  26.8 -26.8 0.117   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  39.1  0.03   0.0  1.00  1.00  1.00
 2019 185    16    16  26.8 -26.8 0.133   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  51.4  0.06   0.0  1.00  1.00  1.00
 2019 186    17    17  25.7 -25.7 0.149   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  53.3  0.09   0.0  1.00  1.00  1.00
 2019 187    18    18  27.2 -27.2 0.166   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  50.0  0.14   0.0  1.00  1.00  1.00
 2019 188    19    19  27.2 -27.2 0.181   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  56.4  0.18   0.0  1.00  1.00  1.00
 2019 189    20    20  23.8 -23.8 0.197   4.4  0.00  0.08  0.00  0.00 -0.06  0.00  0.01  0.00  0.00 99.90  1.00  54.8  0.24   0.0  1.00  1.00  1.00
 2019 190    21    21  26.4 -26.4 0.215   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  52.0  0.32   0.0  1.00  1.00  1.00
 2019 191    22    22  26.0 -26.0 0.231   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  50.5  0.40   0.0  1.00  1.00  1.00
 2019 192    23    23  24.4 -24.4 0.248   4.7  0.00  0.04  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  51.0  0.40   0.0  1.00  1.00  1.00
 2019 193    24    24  25.5 -25.5 0.266   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.90  1.00  65.4  0.50   0.0  1.00  1.00  1.00
 2019 194    25    25  26.5 -26.5 0.283   4.9  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 86.88  1.00  56.4  0.65   0.0  1.00  1.00  1.00
 2019 195    26    26  26.0 -26.0 0.300   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 99.70  1.00  68.9  0.69   0.0  1.00  1.00  1.00
 2019 196    27    27  26.2 -26.2 0.317   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 94.55  1.00  70.5  0.75   0.0  1.00  1.00  1.00
 2019 197    28    28  27.5 -27.5 0.333   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 74.05  1.00  65.5  0.88   0.0  1.00  1.00  1.00
 2019 198    29    29  27.4 -27.4 0.349   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 62.80  1.00  62.5  1.00   0.0  1.00  1.00  1.00
 2019 199    30    30  26.5 -26.5 0.364   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 68.02  1.00  58.9  0.87   0.0  1.00  1.00  1.00
 2019 200    31    31  24.8 -24.8 0.380   4.6  0.00  0.02  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 73.72  1.00  69.1  0.94   0.0  1.00  1.00  1.00
 2019 201    32    32  26.0 -26.0 0.398   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 55.98  1.00  66.9  1.20   0.0  1.00  1.00  1.00
 2019 202    33    33  26.4 -26.4 0.415   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 49.63  1.00  63.1  1.27   0.0  1.00  1.00  1.00
 2019 203    34    34  25.7 -25.7 0.431   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 54.06  1.00  63.5  1.18   0.0  1.00  1.00  1.00
 2019 204    35    35  26.8 -26.8 0.449   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 46.07  1.00  62.6  1.36   0.0  1.00  1.00  1.00
 2019 205    36    36  27.7 -27.7 0.465   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 45.89  1.00  61.4  1.34   0.0  1.00  1.00  1.00
 2019 206    37    37  24.8 -24.8 0.480   4.2  0.00  0.01  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 51.15  1.00  66.8  1.31   0.0  1.00  1.00  1.00
 2019 207    38    38  25.8 -25.8 0.498   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 49.71  1.00  65.2  1.31   0.0  1.00  1.00  1.00
 2019 208    39    39  25.9 -25.9 0.515   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 43.89  1.00  63.4  1.45   0.0  1.00  1.00  1.00
 2019 209    40    40  26.1 -26.1 0.532   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 39.13  1.00  61.7  1.58   0.0  1.00  1.00  1.00
 2019 210    41    41  26.2 -26.2 0.548   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 37.99  1.00  60.1  1.58   0.0  1.00  1.00  1.00
 2019 211    42    42  26.5 -26.5 0.564   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.05  0.00 37.31  1.00  58.7  1.57   0.0  1.00  1.00  1.00
 2019 212    43    43  26.2 -26.2 0.579   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.11  0.00 33.44  1.00  57.2  1.71   0.0  1.00  1.00  1.00
 2019 213    44    44  25.8 -25.8 0.592   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.17  0.00 34.11  1.00  62.9  1.84   0.0  1.00  1.00  1.00
 2019 214    45    45  25.1 -25.1 0.609   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.02  0.00 37.29  1.00  67.0  1.80   0.0  1.00  1.00  1.00
 2019 215    46    46  25.8 -25.8 0.627   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 35.18  1.00  64.7  1.84   0.0  1.00  1.00  1.00
 2019 216    47    47  26.0 -26.0 0.644   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 29.85  1.00  62.4  2.09   0.0  1.00  1.00  1.00
 2019 217    48    48  25.8 -25.8 0.659   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.08  0.00 38.03  1.00  77.0  2.02   0.0  1.00  1.00  1.00
 2019 218    49    49  25.8 -25.8 0.677   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.25  1.00  82.3  2.05   0.0  1.00  1.00  1.00
 2019 219    50    50  24.2 -24.2 0.694   4.8  0.00  0.06  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 44.65  1.00  87.1  1.95   0.0  1.00  1.00  1.00
 2019 220    51    51  24.7 -24.7 0.711   5.0  0.00  0.02  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.83  1.00  85.0  2.08   0.0  1.00  1.00  1.00
 2019 221    52    52  25.6 -25.6 0.729   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.34  1.00  83.0  2.28   0.0  1.00  1.00  1.00
 2019 222    53    53  26.4 -26.4 0.746   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 33.14  1.00  80.1  2.42   0.0  1.00  1.00  1.00
 2019 223    54    54  26.5 -26.5 0.763   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.38  1.00  83.7  2.30   0.0  1.00  1.00  1.00
 2019 224    55    55  24.9 -24.9 0.779   4.6  0.00  0.01  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 34.25  1.00  81.7  2.38   0.0  1.00  1.00  1.00
 2019 225    56    56  26.2 -26.2 0.797   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 31.25  1.00  80.3  2.57   0.0  1.00  1.00  1.00
 2019 226    57    57  26.5 -26.5 0.814   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 28.88  1.00  77.2  2.67   0.0  1.00  1.00  1.00
 2019 227    58    58  25.3 -25.3 0.830   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 29.60  1.00  76.1  2.57   0.0  1.00  1.00  1.00
 2019 228    59    59  25.3 -25.3 0.848   4.9  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 29.52  1.00  74.7  2.53   0.0  1.00  1.00  1.00
 2019 229    60    60  26.4 -26.4 0.865   4.9  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 26.35  1.00  71.7  2.72   0.0  1.00  1.00  1.00
 2019 230    61    61  25.7 -25.7 0.880   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.08  0.00 34.43  1.00  91.9  2.67   0.0  1.00  1.00  1.00
 2019 231    62    62  25.3 -25.3 0.897   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 34.85  1.00  90.6  2.60   0.0  1.00  1.00  1.00
 2019 232    63    63  26.8 -26.8 0.915   4.9  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 30.70  1.00  87.7  2.86   0.0  1.00  1.00  1.00
 2019 233    64    64  26.4 -26.4 0.931   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 38.36  1.00 105.0  2.74   0.0  1.00  1.00  1.00
 2019 234    65    65  25.8 -25.8 0.947   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 34.29  1.00 103.5  3.02   0.0  1.00  1.00  1.00
 2019 235    66    66  25.6 -25.6 0.964   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 46.69  1.00 119.4  2.56   0.0  1.00  1.00  1.00
 2019 236    67    67  25.5 -25.5 0.982   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 42.36  1.00 116.6  2.75   0.0  1.00  1.00  1.00
 2019 237    68    68  25.6 -25.6     1   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.65  1.00 115.7  3.16   0.0  1.00  1.00  1.00
 2019 238    69    69  25.9 -25.9 1.081  12.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 34.27  1.00 108.2  3.16   0.0  1.00  1.00  1.00
 2019 239    70    70  24.7 -24.7 1.112   4.7  0.00  0.02  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 37.59  1.00 109.5  2.91   0.0  1.00  1.00  1.00
 2019 240    71    71  26.3 -26.3 1.145   5.0  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.07  1.00 109.9  3.05   0.0  1.00  1.00  1.00
 2019 241    72    72  26.9 -26.9 1.176   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 31.79  1.00 110.3  3.47   0.0  1.00  1.00  1.00
 2019 242    73    73  26.9 -26.9 1.206   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 34.64  1.00 108.0  3.12   0.0  1.00  1.00  1.00
 2019 243    74    74  25.8 -25.8 1.236   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 41.26  1.00 129.0  3.13   0.0  1.00  1.00  1.00
 2019 244    75    75  26.2 -26.2 1.267   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 32.33  1.00 117.5  3.63   0.0  1.00  1.00  1.00
 2019 245    76    76  26.1 -26.1 1.298   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 33.95  1.00 115.5  3.40   0.0  1.00  1.00  1.00
 2019 246    77    77  27.0 -27.0 1.330   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 32.77  1.00 116.7  3.56   0.0  1.00  1.00  1.00
 2019 247    78    78  27.1 -27.1 1.359   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 35.58  1.00 127.5  3.58   0.0  1.00  1.00  1.00
 2019 248    79    79  26.0 -26.0 1.388   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 39.85  1.00 146.9  3.69   0.0  1.00  1.00  1.00
 2019 249    80    80  26.9 -26.9 1.420   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 35.28  1.00 137.0  3.88   0.0  1.00  1.00  1.00
 2019 250    81    81  27.0 -27.0 1.450   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 35.48  1.00 135.4  3.82   0.0  1.00  1.00  1.00
 2019 251    82    82  26.0 -26.0 1.479   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 37.16  1.00 131.0  3.53   0.0  1.00  1.00  1.00
 2019 252    83    83  25.5 -25.5 1.511   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.93  1.00 135.7  3.68   0.0  1.00  1.00  1.00
 2019 253    84    84  26.1 -26.1 1.543   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.20  1.00 153.6  3.82   0.0  1.00  1.00  1.00
 2019 254    85    85  26.0 -26.0 1.574   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 39.88  1.00 153.0  3.84   0.0  1.00  1.00  1.00
 2019 255    86    86  26.8 -26.8 1.606   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 37.28  1.00 144.4  3.87   0.0  1.00  1.00  1.00
 2019 256    87    87  27.6 -27.6 1.636   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.75  1.00 140.9  3.83   0.0  1.00  1.00  1.00
 2019 257    88    88  27.0 -27.0 1.664   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.86  1.00 140.7  3.82   0.0  1.00  1.00  1.00
 2019 258    89    89  26.6 -26.6 1.694   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 34.55  1.00 137.3  3.97   0.0  1.00  1.00  1.00
 2019 259    90    90  25.6 -25.6 1.724   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 45.90  1.00 158.4  3.45   0.0  1.00  1.00  1.00
 2019 260    91    91  26.7 -26.7 1.756   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.99  1.00 151.1  3.69   0.0  1.00  1.00  1.00
 2019 261    92    92  27.1 -27.1 1.786   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.97  1.00 166.6  4.07   0.0  1.00  1.00  1.00
 2019 262    93    93  25.5 -25.5 1.815   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 45.18  1.00 158.6  3.51   0.0  1.00  1.00  1.00
 2019 263    94    94  26.8 -26.8 1.848   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 31.73  1.00 142.6  4.49   0.0  1.00  1.00  1.00
 2019 264    95    95  26.6 -26.6 1.878   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 33.52  1.00 145.6  4.34   0.0  1.00  1.00  1.00
 2019 265    96    96  27.0 -27.0 1.908   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 31.99  1.00 143.3  4.48   0.0  1.00  1.00  1.00
 2019 266    97    97  27.8 -27.8 1.937   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 36.78  1.00 147.6  4.01   0.0  1.00  1.00  1.00
 2019 267    98    98  27.5 -27.5 1.965   4.2  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.13  1.00 162.2  4.04   0.0  1.00  1.00  1.00
 2019 268    99    99  27.7 -27.7 1.994   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 38.28  1.00 169.5  4.43   0.0  1.00  1.00  1.00
 2019 269   100   100  26.5 -26.5 2.071  11.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 41.57  1.00 168.8  4.06   0.0  1.00  1.00  1.00
 2019 270   101   101  25.9 -25.9 2.102   4.6  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 46.89  1.00 177.1  3.78   0.0  1.00  1.00  1.00
 2019 271   102   102  26.9 -26.9 2.133   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.78  1.00 178.2  4.37   0.0  1.00  1.00  1.00
 2019 272   103   103  27.1 -27.1 2.163   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 42.15  1.00 171.3  4.06   0.0  1.00  1.00  1.00
 2019 273   104   104  27.4 -27.4 2.192   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 42.41  1.00 165.4  3.90   0.0  1.00  1.00  1.00
 2019 274   105   105  27.3 -27.3 2.221   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 42.69  1.00 171.8  4.02   0.0  1.00  1.00  1.00
 2019 275   106   106  26.1 -26.1 2.250   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 48.22  1.00 180.0  3.73   0.0  1.00  1.00  1.00
 2019 276   107   107  26.0 -26.0 2.281   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 50.57  1.00 190.7  3.77   0.0  1.00  1.00  1.00
 2019 277   108   108  26.7 -26.7 2.313   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 46.21  1.00 185.0  4.00   0.0  1.00  1.00  1.00
 2019 278   109   109  26.9 -26.9 2.343   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 40.23  1.00 163.5  4.06   0.0  1.00  1.00  1.00
 2019 279   110   110  25.7 -25.7 2.373   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 43.27  1.00 164.7  3.81   0.0  1.00  1.00  1.00
 2019 280   111   111  25.6 -25.6 2.405   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 49.08  1.00 172.6  3.52   0.0  1.00  1.00  1.00
 2019 281   112   112  25.8 -25.8 2.437   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 46.35  1.00 173.5  3.74   0.0  1.00  1.00  1.00
 2019 282   113   113  26.9 -26.9 2.469   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 47.84  1.00 169.3  3.54   0.0  1.00  1.00  1.00
 2019 283   114   114  27.0 -27.0 2.498   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 44.45  1.00 167.6  3.77   0.0  1.00  1.00  1.00
 2019 284   115   115  26.6 -26.6 2.528   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 48.98  1.00 191.7  3.91   0.0  1.00  1.00  1.00
 2019 285   116   116  26.8 -26.8 2.558   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 47.13  1.00 188.9  4.01   0.0  1.00  1.00  1.00
 2019 286   117   117  27.0 -27.0 2.588   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 45.20  1.00 176.8  3.91   0.0  1.00  1.00  1.00
 2019 287   118   118  27.3 -27.3 2.617   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 46.39  1.00 189.9  4.09   0.0  1.00  1.00  1.00
 2019 288   119   119  27.8 -27.8 2.646   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 48.12  1.00 180.5  3.75   0.0  1.00  1.00  1.00
 2019 289   120   120  25.5 -25.5 2.674   4.2  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 44.46  1.00 181.1  4.07   0.0  1.00  1.00  1.00
 2019 290   121   121  27.3 -27.3 2.707   4.9  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 50.30  1.00 176.6  3.51   0.0  1.00  1.00  1.00
 2019 291   122   122  26.2 -26.2 2.736   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 51.06  1.00 191.8  3.76   0.0  1.00  1.00  1.00
 2019 292   123   123  26.6 -26.6 2.767   4.7  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 50.00  1.00 184.3  3.69   0.0  1.00  1.00  1.00
 2019 293   124   124  27.1 -27.1 2.797   4.5  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 47.06  1.00 176.8  3.76   0.0  1.00  1.00  1.00
 2019 294   125   125  27.0 -27.0 2.826   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 45.22  1.00 182.3  4.03   0.0  1.00  1.00  1.00
 2019 295   126   126  27.3 -27.3 2.856   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 47.53  1.00 191.6  4.03   0.0  1.00  1.00  1.00
 2019 296   127   127  27.2 -27.2 2.885   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 49.41  1.00 191.7  3.88   0.0  1.00  1.00  1.00
 2019 297   128   128  25.8 -25.8 2.914   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 48.00  1.00 184.6  3.85   0.0  1.00  1.00  1.00
 2019 298   129   129  27.8 -27.8 2.946   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 46.03  1.00 181.6  3.95   0.0  1.00  1.00  1.00
 2019 299   130   130  27.3 -27.3 2.974   4.2  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 47.81  1.00 191.6  4.01   0.0  1.00  1.00  1.00
 2019 300   131   131  25.8 -25.8 3.008   5.2  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 55.12  1.00 192.1  3.49   0.0  1.00  1.00  1.00
 2019 301   132   132  25.7 -25.7 3.040   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 50.04  1.00 187.3  3.74   0.0  1.00  1.00  1.00
 2019 302   133   133  27.5 -27.5 3.072   4.8  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 41.45  1.00 175.8  4.24   0.0  1.00  1.00  1.00
 2019 303   134   134  28.1 -28.1 3.101   4.3  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 39.60  1.00 168.4  4.25   0.0  1.00  1.00  1.00
 2019 304   135   135  27.1 -27.1 3.128   4.1  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 45.69  1.00 191.4  4.19   0.0  1.00  1.00  1.00
 2019 305   136   136  27.6 -27.6 3.157   4.4  0.00  0.00  0.00  0.00 -0.06  0.00  0.00  0.00  0.00 43.57  1.00 183.1  4.20   0.0  1.00  1.00  1.00
